city,datetime,temperature,precipitation,wind_speed,wind_direction
Madrid Barajas,2026-02-09T15:00,12.2,0.0,13.8,223
Madrid Barajas,2026-02-09T16:00,12.1,0.1,12.2,227
Madrid Barajas,2026-02-09T17:00,11.6,0.2,10.7,222
Madrid Barajas,2026-02-09T18:00,11.6,0.2,11.0,229
Madrid Barajas,2026-02-09T19:00,11.6,0.5,10.5,221
Madrid Barajas,2026-02-09T20:00,11.5,0.2,9.5,217
Madrid Barajas,2026-02-09T21:00,11.6,0.1,10.2,225
Madrid Barajas,2026-02-09T22:00,11.7,0.0,10.2,228
Madrid Barajas,2026-02-09T23:00,11.6,0.0,10.9,226
Madrid Barajas,2026-02-10T00:00,11.8,0.0,12.0,237
Madrid Barajas,2026-02-10T01:00,11.8,0.0,13.3,229
Madrid Barajas,2026-02-10T02:00,11.8,0.0,13.8,229
Madrid Barajas,2026-02-10T03:00,11.7,0.0,13.5,226
Madrid Barajas,2026-02-10T04:00,11.9,0.0,12.5,226
Madrid Barajas,2026-02-10T05:00,11.9,0.0,11.8,218
Madrid Barajas,2026-02-10T06:00,12.0,0.0,12.2,225
Madrid Barajas,2026-02-10T07:00,12.3,0.0,13.0,222
Madrid Barajas,2026-02-10T08:00,12.1,0.0,13.0,219
Madrid Barajas,2026-02-10T09:00,12.2,0.0,15.3,231
Madrid Barajas,2026-02-10T10:00,12.8,0.0,15.4,233
Madrid Barajas,2026-02-10T11:00,13.6,0.0,18.5,241
Madrid Barajas,2026-02-10T12:00,13.9,0.1,17.2,237
Madrid Barajas,2026-02-10T13:00,13.9,0.2,14.6,230
Madrid Barajas,2026-02-10T14:00,14.9,0.1,17.8,238
Madrid Barajas,2026-02-10T15:00,15.0,0.1,18.6,234
Madrid Barajas,2026-02-10T16:00,15.1,0.0,18.0,233
Madrid Barajas,2026-02-10T17:00,15.0,0.1,19.0,233
Madrid Barajas,2026-02-10T18:00,14.8,0.0,15.8,235
Madrid Barajas,2026-02-10T19:00,14.6,0.0,15.3,240
Madrid Barajas,2026-02-10T20:00,14.3,0.0,15.5,239
Madrid Barajas,2026-02-10T21:00,14.0,0.0,15.3,240
Madrid Barajas,2026-02-10T22:00,13.9,0.0,14.0,241
Madrid Barajas,2026-02-10T23:00,13.5,0.0,12.7,241
Madrid Barajas,2026-02-11T00:00,13.2,0.0,11.5,238
Madrid Barajas,2026-02-11T01:00,12.9,0.0,10.5,232
Madrid Barajas,2026-02-11T02:00,12.4,0.0,10.4,226
Madrid Barajas,2026-02-11T03:00,12.0,0.0,9.9,226
Madrid Barajas,2026-02-11T04:00,11.9,0.0,9.9,226
Madrid Barajas,2026-02-11T05:00,11.6,0.0,11.0,229
Madrid Barajas,2026-02-11T06:00,11.4,0.0,11.0,232
Madrid Barajas,2026-02-11T07:00,11.1,0.0,11.8,230
Madrid Barajas,2026-02-11T08:00,10.8,0.0,10.6,235
Madrid Barajas,2026-02-11T09:00,10.7,0.0,8.2,221
Madrid Barajas,2026-02-11T10:00,11.5,0.0,9.2,219
Madrid Barajas,2026-02-11T11:00,12.3,0.0,10.7,220
Madrid Barajas,2026-02-11T12:00,13.2,0.0,14.5,235
Madrid Barajas,2026-02-11T13:00,14.0,0.0,17.1,228
Madrid Barajas,2026-02-11T14:00,14.0,0.0,16.8,222
Madrid Barajas,2026-02-11T15:00,14.4,0.1,15.6,232
Madrid Barajas,2026-02-11T16:00,15.1,0.5,22.0,238
Madrid Barajas,2026-02-11T17:00,15.0,0.2,24.5,234
Madrid Barajas,2026-02-11T18:00,14.9,0.0,24.9,239
Madrid Barajas,2026-02-11T19:00,14.6,0.1,26.1,235
Madrid Barajas,2026-02-11T20:00,14.3,0.4,24.0,240
Madrid Barajas,2026-02-11T21:00,14.0,2.3,23.0,245
Madrid Barajas,2026-02-11T22:00,13.9,0.0,17.9,245
Madrid Barajas,2026-02-11T23:00,13.3,0.0,15.4,249
Madrid Barajas,2026-02-12T00:00,12.9,0.0,13.0,265
Madrid Barajas,2026-02-12T01:00,11.9,0.0,13.4,262
Madrid Barajas,2026-02-12T02:00,11.2,0.0,14.3,258
Madrid Barajas,2026-02-12T03:00,10.5,0.0,15.0,260
Madrid Barajas,2026-02-12T04:00,9.7,0.0,14.2,261
Madrid Barajas,2026-02-12T05:00,9.3,0.0,13.8,255
Madrid Barajas,2026-02-12T06:00,8.8,0.0,13.5,254
Madrid Barajas,2026-02-12T07:00,8.8,0.0,14.4,257
Madrid Barajas,2026-02-12T08:00,8.3,0.0,13.8,255
Madrid Barajas,2026-02-12T09:00,8.1,0.0,12.6,246
Madrid Barajas,2026-02-12T10:00,9.2,0.0,12.8,248
Madrid Barajas,2026-02-12T11:00,10.4,0.0,15.0,260
Madrid Barajas,2026-02-12T12:00,11.7,0.0,16.6,272
Madrid Barajas,2026-02-12T13:00,13.0,0.0,17.7,275
Madrid Barajas,2026-02-12T14:00,13.7,0.0,15.9,266
Madrid Barajas,2026-02-12T15:00,14.0,0.0,15.3,262
Madrid Barajas,2026-02-12T16:00,14.0,0.0,15.5,245
Madrid Barajas,2026-02-12T17:00,13.0,0.0,17.0,238
Madrid Barajas,2026-02-12T18:00,11.8,0.0,14.5,235
Madrid Barajas,2026-02-12T19:00,11.1,0.0,14.6,237
Madrid Barajas,2026-02-12T20:00,10.5,0.0,12.8,238
Madrid Barajas,2026-02-12T21:00,10.1,0.0,12.5,231
Madrid Barajas,2026-02-12T22:00,10.0,0.1,10.7,222
Madrid Barajas,2026-02-12T23:00,9.5,0.2,7.8,202
Madrid Barajas,2026-02-13T00:00,9.3,0.4,8.6,195
Madrid Barajas,2026-02-13T01:00,9.3,0.0,11.2,174
Madrid Barajas,2026-02-13T02:00,9.1,0.2,10.6,170
Madrid Barajas,2026-02-13T03:00,9.0,0.2,9.5,171
Madrid Barajas,2026-02-13T04:00,8.8,0.4,8.7,142
Madrid Barajas,2026-02-13T05:00,8.8,2.1,8.1,159
Madrid Barajas,2026-02-13T06:00,8.9,3.3,14.4,177
Madrid Barajas,2026-02-13T07:00,9.5,1.3,15.9,213
Madrid Barajas,2026-02-13T08:00,10.1,1.2,16.5,224
Madrid Barajas,2026-02-13T09:00,9.7,0.9,12.3,232
Madrid Barajas,2026-02-13T10:00,9.5,2.8,17.1,235
Madrid Barajas,2026-02-13T11:00,9.5,0.9,18.7,251
Madrid Barajas,2026-02-13T12:00,10.3,0.1,17.4,252
Madrid Barajas,2026-02-13T13:00,11.0,0.3,19.1,259
Madrid Barajas,2026-02-13T14:00,11.2,0.4,22.7,268
Madrid Barajas,2026-02-13T15:00,11.4,0.2,24.2,274
Madrid Barajas,2026-02-13T16:00,11.8,0.0,23.1,274
Madrid Barajas,2026-02-13T17:00,11.6,0.0,22.0,274
Madrid Barajas,2026-02-13T18:00,10.5,0.2,18.6,280
Madrid Barajas,2026-02-13T19:00,9.2,0.6,18.4,272
Madrid Barajas,2026-02-13T20:00,8.8,0.0,16.3,265
Madrid Barajas,2026-02-13T21:00,8.4,0.0,15.2,266
Madrid Barajas,2026-02-13T22:00,8.0,0.0,13.4,262
Madrid Barajas,2026-02-13T23:00,7.7,0.1,9.7,274
Madrid Barajas,2026-02-14T00:00,7.3,0.0,5.8,270
Madrid Barajas,2026-02-14T01:00,6.8,0.0,5.9,259
Madrid Barajas,2026-02-14T02:00,6.2,0.0,6.5,267
Madrid Barajas,2026-02-14T03:00,5.9,0.0,6.5,276
Madrid Barajas,2026-02-14T04:00,5.4,0.0,5.8,277
Madrid Barajas,2026-02-14T05:00,5.3,0.0,7.2,307
Madrid Barajas,2026-02-14T06:00,5.0,0.0,12.5,319
Madrid Barajas,2026-02-14T07:00,5.0,0.0,15.6,322
Madrid Barajas,2026-02-14T08:00,4.7,0.0,14.6,322
Madrid Barajas,2026-02-14T09:00,5.0,0.0,14.1,322
Madrid Barajas,2026-02-14T10:00,6.4,0.0,13.7,325
Madrid Barajas,2026-02-14T11:00,7.9,0.0,14.7,329
Madrid Barajas,2026-02-14T12:00,8.7,0.0,19.0,333
Madrid Barajas,2026-02-14T13:00,9.5,0.0,21.6,334
Madrid Barajas,2026-02-14T14:00,10.0,0.0,25.5,341
Madrid Barajas,2026-02-14T15:00,10.2,0.0,21.6,342
Madrid Barajas,2026-02-14T16:00,10.6,0.0,17.6,337
Madrid Barajas,2026-02-14T17:00,10.4,0.0,14.7,343
Madrid Barajas,2026-02-14T18:00,9.6,0.0,12.1,350
Madrid Barajas,2026-02-14T19:00,8.6,0.0,7.6,355
Madrid Barajas,2026-02-14T20:00,7.5,0.0,5.8,7
Madrid Barajas,2026-02-14T21:00,6.7,0.0,5.7,18
Madrid Barajas,2026-02-14T22:00,6.0,0.0,1.6,27
Madrid Barajas,2026-02-14T23:00,5.6,0.0,0.5,225
Madrid Barajas,2026-02-15T00:00,5.2,0.0,1.3,146
Madrid Barajas,2026-02-15T01:00,4.7,0.0,0.5,135
Madrid Barajas,2026-02-15T02:00,4.2,0.0,1.3,146
Madrid Barajas,2026-02-15T03:00,4.0,0.0,1.6,153
Madrid Barajas,2026-02-15T04:00,3.6,0.0,1.1,162
Madrid Barajas,2026-02-15T05:00,3.5,0.0,2.4,153
Madrid Barajas,2026-02-15T06:00,3.2,0.0,2.5,172
Madrid Barajas,2026-02-15T07:00,2.8,0.0,1.8,143
Madrid Barajas,2026-02-15T08:00,2.4,0.0,2.6,106
Madrid Barajas,2026-02-15T09:00,2.4,0.0,2.4,117
Madrid Barajas,2026-02-15T10:00,3.7,0.0,1.1,90
Madrid Barajas,2026-02-15T11:00,5.5,0.0,1.8,90
Madrid Barajas,2026-02-15T12:00,7.8,0.0,1.3,124
Madrid Barajas,2026-02-15T13:00,11.4,0.0,4.6,252
Madrid Barajas,2026-02-15T14:00,13.1,0.0,12.0,263
Madrid Barajas,2026-02-15T15:00,13.5,0.0,15.1,267
Madrid Barajas,2026-02-15T16:00,13.4,0.0,15.8,269
Madrid Barajas,2026-02-15T17:00,12.9,0.0,15.5,270
Madrid Barajas,2026-02-15T18:00,11.8,0.0,15.5,267
Madrid Barajas,2026-02-15T19:00,10.8,0.0,14.6,261
Madrid Barajas,2026-02-15T20:00,9.9,0.0,13.0,256
Madrid Barajas,2026-02-15T21:00,9.5,0.0,12.4,253
Madrid Barajas,2026-02-15T22:00,9.3,0.0,10.5,248
Madrid Barajas,2026-02-15T23:00,9.0,0.0,10.3,245
Madrid Barajas,2026-02-16T00:00,8.8,0.0,10.3,245
Madrid Barajas,2026-02-16T01:00,8.7,0.0,9.7,243
Madrid Barajas,2026-02-16T02:00,8.3,0.0,9.2,239
Madrid Barajas,2026-02-16T03:00,8.3,0.0,10.4,236
Madrid Barajas,2026-02-16T04:00,8.3,0.0,10.1,235
Madrid Barajas,2026-02-16T05:00,8.0,0.0,9.5,233
Madrid Barajas,2026-02-16T06:00,8.0,0.0,9.4,238
Madrid Barajas,2026-02-16T07:00,7.9,0.0,9.2,228
Madrid Barajas,2026-02-16T08:00,7.9,0.0,10.4,224
Madrid Barajas,2026-02-16T09:00,8.2,0.0,12.2,227
Madrid Barajas,2026-02-16T10:00,9.1,0.0,12.5,224
Madrid Barajas,2026-02-16T11:00,10.2,0.0,12.0,221
Madrid Barajas,2026-02-16T12:00,11.7,0.0,13.6,233
Madrid Barajas,2026-02-16T13:00,13.1,0.0,14.3,225
Madrid Barajas,2026-02-16T14:00,14.8,0.0,15.1,242
Madrid Barajas,2026-02-16T15:00,16.0,0.0,15.5,267
Madrid Barajas,2026-02-16T16:00,17.0,0.0,19.1,282
Madrid Barajas,2026-02-16T17:00,16.7,0.0,18.6,279
Madrid Barajas,2026-02-16T18:00,15.9,0.0,15.5,273
Madrid Barajas,2026-02-16T19:00,15.1,0.0,16.6,271
Madrid Barajas,2026-02-16T20:00,14.3,0.0,15.3,262
Madrid Barajas,2026-02-16T21:00,13.7,0.0,13.4,256
Madrid Barajas,2026-02-16T22:00,13.3,0.0,13.8,255
Madrid Barajas,2026-02-16T23:00,12.6,0.0,12.6,243
Madrid Barajas,2026-02-17T00:00,12.2,0.0,11.8,243
Madrid Barajas,2026-02-17T01:00,11.7,0.0,11.7,236
Madrid Barajas,2026-02-17T02:00,11.1,0.0,12.6,239
Madrid Barajas,2026-02-17T03:00,10.9,0.0,11.6,240
Madrid Barajas,2026-02-17T04:00,11.3,0.0,9.7,239
Madrid Barajas,2026-02-17T05:00,10.8,0.0,10.0,240
Madrid Barajas,2026-02-17T06:00,10.5,0.0,9.6,236
Madrid Barajas,2026-02-17T07:00,10.5,0.0,8.6,237
Madrid Barajas,2026-02-17T08:00,10.0,0.0,9.5,233
Madrid Barajas,2026-02-17T09:00,10.4,0.0,8.3,236
Madrid Barajas,2026-02-17T10:00,11.7,0.0,11.3,239
Madrid Barajas,2026-02-17T11:00,13.1,0.0,11.5,238
Madrid Barajas,2026-02-17T12:00,14.9,0.0,13.0,256
Madrid Barajas,2026-02-17T13:00,16.1,0.0,11.3,263
Madrid Barajas,2026-02-17T14:00,16.9,0.0,10.5,264
Madrid Barajas,2026-02-17T15:00,17.0,0.0,11.5,250
Madrid Barajas,2026-02-17T16:00,17.1,0.0,11.6,234
Madrid Barajas,2026-02-17T17:00,16.6,0.0,10.9,226
Madrid Barajas,2026-02-17T18:00,15.8,0.0,10.7,225
Madrid Barajas,2026-02-17T19:00,14.0,0.0,10.9,224
Madrid Barajas,2026-02-17T20:00,12.7,0.0,9.7,219
Madrid Barajas,2026-02-17T21:00,11.7,0.0,9.2,219
Madrid Barajas,2026-02-17T22:00,10.8,0.0,6.6,209
Madrid Barajas,2026-02-17T23:00,10.0,0.0,5.8,210
Madrid Barajas,2026-02-18T00:00,9.3,0.0,5.5,203
Madrid Barajas,2026-02-18T01:00,8.9,0.0,4.0,190
Madrid Barajas,2026-02-18T02:00,8.7,0.0,4.4,189
Madrid Barajas,2026-02-18T03:00,8.6,0.0,4.1,195
Madrid Barajas,2026-02-18T04:00,8.9,0.0,5.5,212
Madrid Barajas,2026-02-18T05:00,8.8,0.0,5.8,210
Madrid Barajas,2026-02-18T06:00,8.8,0.0,6.8,198
Madrid Barajas,2026-02-18T07:00,8.6,0.0,7.3,191
Madrid Barajas,2026-02-18T08:00,8.1,0.0,9.1,189
Madrid Barajas,2026-02-18T09:00,8.1,0.0,9.4,203
Madrid Barajas,2026-02-18T10:00,8.7,0.0,11.9,215
Madrid Barajas,2026-02-18T11:00,9.6,0.0,16.9,230
Madrid Barajas,2026-02-18T12:00,10.2,0.0,18.9,228
Madrid Barajas,2026-02-18T13:00,11.0,0.0,19.1,234
Madrid Barajas,2026-02-18T14:00,11.0,0.0,20.2,231
Madrid Barajas,2026-02-18T15:00,11.9,0.0,21.7,227
Madrid Barajas,2026-02-18T16:00,11.9,0.0,18.8,225
Madrid Barajas,2026-02-18T17:00,12.0,0.0,19.4,228
Madrid Barajas,2026-02-18T18:00,11.2,0.0,19.8,233
Madrid Barajas,2026-02-18T19:00,10.6,0.1,20.0,231
Madrid Barajas,2026-02-18T20:00,10.4,0.0,18.9,230
Madrid Barajas,2026-02-18T21:00,10.4,0.0,15.3,231
Madrid Barajas,2026-02-18T22:00,10.0,0.2,10.7,250
Madrid Barajas,2026-02-18T23:00,9.8,0.0,12.6,268
Madrid Barajas,2026-02-19T00:00,8.7,0.0,13.4,290
Madrid Barajas,2026-02-19T01:00,8.1,0.0,12.2,270
Madrid Barajas,2026-02-19T02:00,7.6,0.0,13.4,276
Madrid Barajas,2026-02-19T03:00,7.2,0.0,13.0,272
Madrid Barajas,2026-02-19T04:00,6.8,0.0,12.7,263
Madrid Barajas,2026-02-19T05:00,6.3,0.0,11.9,267
Madrid Barajas,2026-02-19T06:00,6.0,0.0,14.0,270
Madrid Barajas,2026-02-19T07:00,5.4,0.0,12.3,265
Madrid Barajas,2026-02-19T08:00,4.9,0.0,10.7,258
Madrid Barajas,2026-02-19T09:00,4.9,0.0,9.2,249
Madrid Barajas,2026-02-19T10:00,6.6,0.0,11.7,259
Madrid Barajas,2026-02-19T11:00,8.0,0.0,11.9,267
Madrid Barajas,2026-02-19T12:00,9.2,0.0,9.4,270
Madrid Barajas,2026-02-19T13:00,10.3,0.0,8.6,270
Madrid Barajas,2026-02-19T14:00,11.2,0.0,9.5,281
Madrid Barajas,2026-02-19T15:00,11.7,0.0,10.5,292
Madrid Barajas,2026-02-19T16:00,12.1,0.0,12.1,293
Madrid Barajas,2026-02-19T17:00,12.0,0.0,11.4,298
Madrid Barajas,2026-02-19T18:00,11.2,0.0,12.7,295
Madrid Barajas,2026-02-19T19:00,10.0,0.0,6.3,283
Madrid Barajas,2026-02-19T20:00,8.6,0.0,2.9,270
Madrid Barajas,2026-02-19T21:00,7.6,0.0,2.5,225
Madrid Barajas,2026-02-19T22:00,7.0,0.0,2.6,214
Madrid Barajas,2026-02-19T23:00,6.3,0.0,1.1,198
Madrid Barajas,2026-02-20T00:00,5.6,0.0,1.6,27
Madrid Barajas,2026-02-20T01:00,4.6,0.0,2.2,9
Madrid Barajas,2026-02-20T02:00,3.5,0.0,1.9,338
Madrid Barajas,2026-02-20T03:00,2.7,0.0,1.6,333
Madrid Barajas,2026-02-20T04:00,2.0,0.0,1.1,360
Madrid Barajas,2026-02-20T05:00,1.7,0.0,1.5,14
Madrid Barajas,2026-02-20T06:00,1.3,0.0,1.5,14
Madrid Barajas,2026-02-20T07:00,0.6,0.0,1.5,14
Madrid Barajas,2026-02-20T08:00,0.4,0.0,1.4,360
Madrid Barajas,2026-02-20T09:00,0.5,0.0,1.6,333
Madrid Barajas,2026-02-20T10:00,4.2,0.0,1.1,360
Madrid Barajas,2026-02-20T11:00,6.8,0.0,1.9,22
Madrid Barajas,2026-02-20T12:00,9.3,0.0,2.5,45
Madrid Barajas,2026-02-20T13:00,10.9,0.0,1.9,68
Madrid Barajas,2026-02-20T14:00,12.2,0.0,1.1,72
Madrid Barajas,2026-02-20T15:00,13.2,0.0,0.5,45
Madrid Barajas,2026-02-20T16:00,14.5,0.0,0.4,90
Madrid Barajas,2026-02-20T17:00,14.5,0.0,0.8,333
Madrid Barajas,2026-02-20T18:00,14.3,0.0,1.6,27
Madrid Barajas,2026-02-20T19:00,13.1,0.0,1.9,68
Madrid Barajas,2026-02-20T20:00,11.6,0.0,1.8,53
Madrid Barajas,2026-02-20T21:00,10.4,0.0,1.8,11
Madrid Barajas,2026-02-20T22:00,7.9,0.0,1.5,14
Madrid Barajas,2026-02-20T23:00,6.1,0.0,2.5,8
Madrid Barajas,2026-02-21T00:00,4.3,0.0,3.3,354
Madrid Barajas,2026-02-21T01:00,3.3,0.0,3.4,342
Madrid Barajas,2026-02-21T02:00,3.0,0.0,3.2,333
Madrid Barajas,2026-02-21T03:00,2.7,0.0,3.1,339
Madrid Barajas,2026-02-21T04:00,1.9,0.0,3.3,347
Madrid Barajas,2026-02-21T05:00,1.3,0.0,3.4,342
Madrid Barajas,2026-02-21T06:00,1.0,0.0,3.5,336
Madrid Barajas,2026-02-21T07:00,0.6,0.0,3.2,333
Madrid Barajas,2026-02-21T08:00,0.5,0.0,3.2,333
Madrid Barajas,2026-02-21T09:00,0.7,0.0,2.9,330
Madrid Barajas,2026-02-21T10:00,4.9,0.0,2.6,344
Madrid Barajas,2026-02-21T11:00,8.3,0.0,2.2,9
Madrid Barajas,2026-02-21T12:00,11.5,0.0,1.8,53
Madrid Barajas,2026-02-21T13:00,14.2,0.0,0.4,90
Madrid Barajas,2026-02-21T14:00,16.0,0.0,1.8,180
Madrid Barajas,2026-02-21T15:00,17.3,0.0,3.2,180
Madrid Barajas,2026-02-21T16:00,19.0,0.0,5.4,188
Madrid Barajas,2026-02-21T17:00,18.9,0.0,5.5,191
Madrid Barajas,2026-02-21T18:00,18.1,0.0,4.3,185
Madrid Barajas,2026-02-21T19:00,15.7,0.0,3.6,186
Madrid Barajas,2026-02-21T20:00,14.1,0.0,2.4,207
Madrid Barajas,2026-02-21T21:00,12.7,0.0,1.8,259
Madrid Barajas,2026-02-21T22:00,9.4,0.0,3.0,346
Madrid Barajas,2026-02-21T23:00,6.8,0.0,3.9,338
Madrid Barajas,2026-02-22T00:00,3.9,0.0,3.9,338
Madrid Barajas,2026-02-22T01:00,3.7,0.0,3.8,343
Madrid Barajas,2026-02-22T02:00,3.1,0.0,3.4,328
Madrid Barajas,2026-02-22T03:00,3.0,0.0,3.4,328
Madrid Barajas,2026-02-22T04:00,2.2,0.0,3.4,342
Madrid Barajas,2026-02-22T05:00,1.7,0.0,3.2,333
Madrid Barajas,2026-02-22T06:00,1.4,0.0,3.1,339
Madrid Barajas,2026-02-22T07:00,0.9,0.0,3.0,346
Madrid Barajas,2026-02-22T08:00,0.7,0.0,2.7,337
Madrid Barajas,2026-02-22T09:00,1.0,0.0,2.7,337
Madrid Barajas,2026-02-22T10:00,5.2,0.0,2.2,351
Madrid Barajas,2026-02-22T11:00,9.2,0.0,1.8,11
Madrid Barajas,2026-02-22T12:00,12.8,0.0,1.3,56
Madrid Barajas,2026-02-22T13:00,15.5,0.0,1.0,135
Madrid Barajas,2026-02-22T14:00,17.2,0.0,2.5,180
Madrid Barajas,2026-02-22T15:00,18.5,0.0,3.3,193
Madrid Barajas,2026-02-22T16:00,19.9,0.0,4.0,190
Madrid Barajas,2026-02-22T17:00,19.8,0.0,3.8,197
Madrid Barajas,2026-02-22T18:00,19.1,0.0,3.0,166
Madrid Barajas,2026-02-22T19:00,16.6,0.0,2.9,150
Madrid Barajas,2026-02-22T20:00,14.9,0.0,2.1,149
Madrid Barajas,2026-02-22T21:00,13.4,0.0,0.4,270
Madrid Barajas,2026-02-22T22:00,10.4,0.0,3.3,354
Madrid Barajas,2026-02-22T23:00,7.3,0.0,4.1,345
Madrid Barajas,2026-02-23T00:00,4.5,0.0,3.9,338
Madrid Barajas,2026-02-23T01:00,5.1,0.0,3.7,331
Madrid Barajas,2026-02-23T02:00,4.7,0.0,3.6,323
Madrid Barajas,2026-02-23T03:00,4.5,0.0,3.4,328
Madrid Barajas,2026-02-23T04:00,3.9,0.0,3.4,342
Madrid Barajas,2026-02-23T05:00,3.2,0.0,3.1,339
Madrid Barajas,2026-02-23T06:00,2.6,0.0,3.2,333
Madrid Barajas,2026-02-23T07:00,1.9,0.0,3.1,339
Madrid Barajas,2026-02-23T08:00,1.3,0.0,2.7,337
Madrid Barajas,2026-02-23T09:00,1.6,0.0,2.7,337
Madrid Barajas,2026-02-23T10:00,6.0,0.0,1.9,338
Madrid Barajas,2026-02-23T11:00,10.1,0.0,1.5,14
Madrid Barajas,2026-02-23T12:00,13.8,0.0,1.0,45
Madrid Barajas,2026-02-23T13:00,16.5,0.0,1.0,135
Madrid Barajas,2026-02-23T14:00,18.5,0.0,2.5,172
Madrid Barajas,2026-02-23T15:00,19.9,0.0,4.4,171
Madrid Barajas,2026-02-23T16:00,21.7,0.0,6.5,186
Madrid Barajas,2026-02-23T17:00,21.5,0.0,6.9,189
Madrid Barajas,2026-02-23T18:00,20.7,0.0,5.1,184
Madrid Barajas,2026-02-23T19:00,18.1,0.0,3.6,180
Madrid Barajas,2026-02-23T20:00,16.1,0.0,2.6,196
Madrid Barajas,2026-02-23T21:00,14.7,0.0,1.8,259
Madrid Barajas,2026-02-23T22:00,12.7,0.0,3.0,346
Madrid Barajas,2026-02-23T23:00,9.1,0.0,3.4,342
Madrid Barajas,2026-02-24T00:00,6.6,0.0,3.8,343
Madrid Barajas,2026-02-24T01:00,6.6,0.0,3.7,349
Madrid Barajas,2026-02-24T02:00,6.1,0.0,3.7,331
Madrid Barajas,2026-02-24T03:00,5.7,0.0,3.7,331
Madrid Barajas,2026-02-24T04:00,5.1,0.0,3.3,354
Madrid Barajas,2026-02-24T05:00,4.5,0.0,3.0,346
Madrid Barajas,2026-02-24T06:00,3.9,0.0,3.1,339
Madrid Barajas,2026-02-24T07:00,3.4,0.0,3.3,354
Madrid Barajas,2026-02-24T08:00,3.0,0.0,2.9,353
Madrid Barajas,2026-02-24T09:00,3.4,0.0,2.6,344
Madrid Barajas,2026-02-24T10:00,7.0,0.0,2.9,360
Madrid Barajas,2026-02-24T11:00,11.1,0.0,1.8,11
Madrid Barajas,2026-02-24T12:00,14.6,0.0,1.5,76
Madrid Barajas,2026-02-24T13:00,16.7,0.0,2.9,150
Madrid Barajas,2026-02-24T14:00,18.5,0.0,5.4,172
Madrid Barajas,2026-02-24T15:00,19.8,0.0,7.9,180
Madrid Barajas,2026-02-24T16:00,20.7,0.0,8.4,190
Madrid Barajas,2026-02-24T17:00,20.6,0.0,8.6,202
Madrid Barajas,2026-02-24T18:00,20.2,0.0,6.6,209
Madrid Barajas,2026-02-24T19:00,17.8,0.0,3.8,197
Madrid Barajas,2026-02-24T20:00,15.8,0.0,2.2,189
Madrid Barajas,2026-02-24T21:00,14.7,0.0,1.1,270
Madrid Barajas,2026-02-24T22:00,12.8,0.0,3.4,342
Madrid Barajas,2026-02-24T23:00,8.6,0.0,3.7,349
Madrid Barajas,2026-02-25T00:00,6.8,0.0,3.7,349
Madrid Barajas,2026-02-25T01:00,7.0,0.0,3.3,347
Madrid Barajas,2026-02-25T02:00,6.4,0.0,3.5,336
Madrid Barajas,2026-02-25T03:00,5.9,0.0,3.4,342
Madrid Barajas,2026-02-25T04:00,5.4,0.0,3.3,354
Madrid Barajas,2026-02-25T05:00,5.0,0.0,3.0,346
Madrid Barajas,2026-02-25T06:00,4.4,0.0,3.3,347
Madrid Barajas,2026-02-25T07:00,4.1,0.0,3.3,354
Madrid Barajas,2026-02-25T08:00,3.7,0.0,3.0,346
Madrid Barajas,2026-02-25T09:00,4.2,0.0,3.0,346
Madrid Barajas,2026-02-25T10:00,7.6,0.0,2.9,360
Madrid Barajas,2026-02-25T11:00,11.4,0.0,3.1,21
Madrid Barajas,2026-02-25T12:00,14.8,0.0,3.3,41
Madrid Barajas,2026-02-25T13:00,17.1,0.0,2.6,74
Madrid Barajas,2026-02-25T14:00,18.6,0.0,3.4,122
Madrid Barajas,2026-02-25T15:00,19.6,0.0,4.8,132
Madrid Barajas,2026-02-25T16:00,20.6,0.0,3.8,139
Madrid Barajas,2026-02-25T17:00,20.4,0.0,4.2,121
Madrid Barajas,2026-02-25T18:00,20.1,0.0,1.8,101
Madrid Barajas,2026-02-25T19:00,18.2,0.0,2.9,360
Madrid Barajas,2026-02-25T20:00,15.2,0.0,4.0,355
Madrid Barajas,2026-02-25T21:00,13.1,0.0,3.7,349
Madrid Barajas,2026-02-25T22:00,11.3,0.0,3.6,360
Madrid Barajas,2026-02-25T23:00,9.7,0.0,3.7,349
Madrid Barajas,2026-02-26T00:00,8.7,0.0,4.2,340
Madrid Barajas,2026-02-26T01:00,8.2,0.0,2.7,23
Madrid Barajas,2026-02-26T02:00,7.6,0.0,3.2,360
Madrid Barajas,2026-02-26T03:00,6.7,0.0,3.4,342
Madrid Barajas,2026-02-26T04:00,6.1,0.0,4.2,340
Madrid Barajas,2026-02-26T05:00,5.5,0.0,4.0,333
Madrid Barajas,2026-02-26T06:00,5.1,0.0,3.7,331
Madrid Barajas,2026-02-26T07:00,4.5,0.0,3.0,346
Madrid Barajas,2026-02-26T08:00,3.9,0.0,3.1,339
Madrid Barajas,2026-02-26T09:00,4.2,0.0,2.9,330
Madrid Barajas,2026-02-26T10:00,7.9,0.0,2.2,351
Madrid Barajas,2026-02-26T11:00,11.7,0.0,2.6,16
Madrid Barajas,2026-02-26T12:00,15.3,0.0,3.6,45
Madrid Barajas,2026-02-26T13:00,17.6,0.0,3.1,69
Madrid Barajas,2026-02-26T14:00,18.9,0.0,2.5,82
Madrid Barajas,2026-02-26T15:00,19.8,0.0,3.2,117
Madrid Barajas,2026-02-26T16:00,21.0,0.0,2.9,97
